Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,5,75,39,75,33.7,2016-05
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,6,75,38.6,75,36.9,2016-06
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,7,75,37.3,75,28.9,2016-07
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,8,75,37,75,35.3,2016-08
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,9,75,36.7,75,34.6,2016-09
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,10,75,36.7,75,36.2,2016-10
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,11,75,36.57,75,35.35,2016-11
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2016,12,75,36.18,75,31.86,2016-12
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,1,75,33.76,75,33.76,2017-01
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,2,75,30.7,75,27.33,2017-02
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,3,75,30.63,75,30.48,2017-03
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,4,75,31.1,75,32.52,2017-04
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,5,75,30.87,75,30.04,2017-05
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,6,75,30.3,75,27.6,2017-06
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,7,75,29.95,75,27.71,2017-07
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,8,75,29.67,75,27.91,2017-08
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,9,75,29.46,75,27.71,2017-09
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,10,75,29.61,75,30.83,2017-10
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,11,75,29.19,75,24.95,2017-11
391692,391690,NYC Transit,OTP (Terminal) - 2 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2017,12,75,30.31,75,43.36,2017-12
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,6,0,63.5,0,63.5,2009-06
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,7,0,73,0,82.6,2009-07
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,8,0,76.1,0,82.6,2009-08
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,9,0,76.7,0,78.6,2009-09
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,10,0,77.4,0,79.8,2009-10
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,11,0,78.4,0,84.1,2009-11
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2009,12,0,79,0,82.3,2009-12
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,1,84.9,83.1,84.9,83.1,2010-01
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,2,84.9,83.2,84.9,83.3,2010-02
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,3,84.9,85.4,84.9,89.1,2010-03
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,4,84.9,85.5,84.9,85.7,2010-04
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,5,84.9,86.2,84.9,89,2010-05
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,6,84.9,84.2,84.9,74.4,2010-06
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,7,84.9,82.8,84.9,73.2,2010-07
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,8,84.9,81.9,84.9,75.8,2010-08
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,9,84.9,80.9,84.9,72.9,2010-09
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2010,11,84.9,80,84.9,76.4,2010-11
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,1,84.9,74.9,84.9,74.9,2011-01
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,2,84.9,73.5,84.9,72,2011-02
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,3,84.9,72.9,84.9,71.8,2011-03
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,4,84.9,73.6,84.9,75.7,2011-04
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,5,84.9,74,84.9,75.6,2011-05
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,6,84.9,74.8,84.9,74.5,2011-06
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,7,84.9,75.5,84.9,80,2011-07
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,8,84.9,76.1,84.9,80.1,2011-08
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,9,84.9,76,84.9,74.9,2011-09
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,10,84.9,75.8,84.9,74.3,2011-10
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,11,84.9,75.8,84.9,76.1,2011-11
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2011,12,84.9,75.7,84.9,74.6,2011-12
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2012,1,84.9,71.3,84.9,71.3,2012-01
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2012,2,84.9,74.5,84.9,78,2012-02
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2012,3,84.9,75.5,84.9,77.4,2012-03
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2012,4,84.9,75.7,84.9,76.4,2012-04
391693,391690,NYC Transit,OTP (Terminal) - 3 Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",Service Indicators,M,U,%,1,2012,5,84.9,74.9,84.9,71.8,2012-05
